directory,functions,tested,tag
drivers/net/ixgbevf,138,0,v3.0
drivers/net/ixp2000,48,0,v3.0
drivers/net/mlx4,362,9,v3.0
drivers/net/myri10ge,78,0,v3.0
drivers/net/netxen,238,0,v3.0
drivers/net/octeon,37,0,v3.0
drivers/net/pch_gbe,112,0,v3.0
drivers/net/pcmcia,293,0,v3.0
drivers/net/phy,263,0,v3.0
drivers/net/qlcnic,303,0,v3.0
drivers/net/qlge,238,0,v3.0
drivers/net/sfc,542,20,v3.0
drivers/net/skfp,298,0,v3.0
drivers/net/stmmac,154,0,v3.0
drivers/net/tile,42,0,v3.0
drivers/net/tokenring,350,0,v3.0
drivers/net/tulip,377,0,v3.0
drivers/net/usb,620,0,v3.0
drivers/net/vmxnet3,103,0,v3.0
drivers/net/vxge,278,0,v3.0
drivers/net/wan,815,2,v3.0
drivers/net/wimax,203,0,v3.0
drivers/net/wireless,9462,8,v3.0
drivers/net/xen-netback,86,0,v3.0
drivers/pci/hotplug,616,3,v3.0
drivers/pci/pcie,165,0,v3.0
drivers/platform/x86,1279,0,v3.0
drivers/pnp/isapnp,49,0,v3.0
drivers/pnp/pnpacpi,53,0,v3.0
drivers/pnp/pnpbios,72,0,v3.0
drivers/pps/clients,16,0,v3.0
drivers/pps/generators,7,0,v3.0
drivers/rapidio/switches,32,0,v3.0
drivers/s390/block,431,0,v3.0
drivers/s390/char,727,0,v3.0
drivers/s390/cio,647,0,v3.0
drivers/s390/crypto,170,0,v3.0
drivers/s390/kvm,24,0,v3.0
drivers/s390/net,812,0,v3.0
drivers/s390/scsi,316,0,v3.0
drivers/sbus/char,137,0,v3.0
drivers/scsi/aacraid,165,0,v3.0
drivers/scsi/aic7xxx,577,1,v3.0
drivers/scsi/aic7xxx_old,110,0,v3.0
drivers/scsi/aic94xx,217,0,v3.0
drivers/scsi/arcmsr,106,0,v3.0
drivers/scsi/arm,216,0,v3.0
drivers/scsi/be2iscsi,165,0,v3.0
drivers/scsi/bfa,1083,0,v3.0
drivers/scsi/bnx2fc,154,0,v3.0
drivers/scsi/bnx2i,129,0,v3.0
drivers/scsi/cxgbi,170,0,v3.0
drivers/scsi/device_handler,91,0,v3.0
drivers/scsi/fcoe,141,0,v3.0
drivers/scsi/fnic,156,0,v3.0
drivers/scsi/ibmvscsi,241,0,v3.0
drivers/scsi/isci,425,0,v3.0
drivers/scsi/libfc,247,0,v3.0
drivers/scsi/libsas,166,0,v3.0
drivers/scsi/lpfc,1052,0,v3.0
drivers/scsi/megaraid,315,0,v3.0
drivers/scsi/mpt2sas,342,0,v3.0
drivers/scsi/mvsas,156,0,v3.0
drivers/scsi/osd,105,0,v3.0
drivers/scsi/pcmcia,86,0,v3.0
drivers/scsi/pm8001,155,0,v3.0
drivers/scsi/qla2xxx,629,0,v3.0
drivers/scsi/qla4xxx,221,0,v3.0
drivers/scsi/sym53c8xx_2,121,0,v3.0
drivers/sh/clk,54,0,v3.0
drivers/sh/intc,69,0,v3.0
drivers/sh/maple,34,0,v3.0
drivers/sh/superhyway,12,0,v3.0
drivers/staging/altera-stapl,35,0,v3.0
drivers/staging/asus_oled,18,0,v3.0
drivers/staging/ath6kl,613,0,v3.0
drivers/staging/bcm,293,0,v3.0
drivers/staging/brcm80211,1526,0,v3.0
drivers/staging/comedi,2458,7,v3.0
drivers/staging/cptm1217,15,0,v3.0
drivers/staging/crystalhd,157,0,v3.0
drivers/staging/cs5535_gpio,6,0,v3.0
drivers/staging/cx25821,198,0,v3.0
drivers/staging/cxd2099,28,0,v3.0
drivers/staging/cxt1e1,145,0,v3.0
drivers/staging/dt3155v4l,43,0,v3.0
drivers/staging/easycap,82,2,v3.0
drivers/staging/echo,9,0,v3.0
drivers/staging/et131x,89,0,v3.0
drivers/staging/frontier,22,0,v3.0
drivers/staging/ft1000,115,0,v3.0
drivers/staging/generic_serial,223,0,v3.0
drivers/staging/gma500,301,0,v3.0
drivers/staging/go7007,207,0,v3.0
drivers/staging/hv,251,0,v3.0
drivers/staging/iio,1325,0,v3.0
drivers/staging/intel_sst,250,0,v3.0
drivers/staging/keucr,152,0,v3.0
drivers/staging/line6,234,0,v3.0
drivers/staging/lirc,188,9,v3.0
drivers/staging/mei,91,0,v3.0
drivers/staging/msm,450,0,v3.0
drivers/staging/nvec,32,0,v3.0
drivers/staging/octeon,165,0,v3.0
drivers/staging/olpc_dcon,45,0,v3.0
drivers/staging/panel,45,0,v3.0
drivers/staging/phison,4,0,v3.0
drivers/staging/pohmelfs,209,0,v3.0
drivers/staging/quatech_usb2,44,0,v3.0
drivers/staging/quickstart,14,0,v3.0
drivers/staging/rtl8187se,458,0,v3.0
drivers/staging/rtl8192e,568,0,v3.0
drivers/staging/rtl8192u,680,1,v3.0
drivers/staging/rtl8712,630,0,v3.0
drivers/staging/rts_pstor,371,0,v3.0
drivers/staging/sbe-2t3e3,86,0,v3.0
drivers/staging/sep,50,0,v3.0
drivers/staging/serqt_usb2,43,0,v3.0
drivers/staging/slicoss,85,0,v3.0
drivers/staging/sm7xx,24,0,v3.0
drivers/staging/solo6x10,196,0,v3.0
drivers/staging/speakup,292,1,v3.0
drivers/staging/spectra,208,0,v3.0
drivers/staging/ste_rmi4,16,0,v3.0
drivers/staging/tidspbridge,626,1,v3.0
drivers/staging/tm6000,157,0,v3.0
drivers/staging/tty,554,0,v3.0
drivers/staging/usbip,275,0,v3.0
drivers/staging/vme,154,0,v3.0
drivers/staging/vt6655,479,0,v3.0
drivers/staging/vt6656,363,0,v3.0
drivers/staging/westbridge,409,0,v3.0
drivers/staging/winbond,135,0,v3.0
drivers/staging/wlags49_h2,233,0,v3.0
drivers/staging/wlan-ng,201,0,v3.0
drivers/staging/xgifb,196,0,v3.0
drivers/staging/zcache,78,0,v3.0
drivers/staging/zram,60,0,v3.0
drivers/target/loopback,66,0,v3.0
drivers/target/tcm_fc,83,0,v3.0
drivers/tty/hvc,219,0,v3.0
drivers/tty/ipwireless,102,1,v3.0
drivers/tty/serial,2845,4,v3.0
drivers/tty/vt,268,1,v3.0
drivers/usb/atm,142,0,v3.0
drivers/usb/c67x00,89,0,v3.0
drivers/usb/class,117,1,v3.0
drivers/usb/core,504,9,v3.0
drivers/usb/early,35,0,v3.0
drivers/usb/gadget,2148,29,v3.0
drivers/usb/host,1683,3,v3.0
drivers/usb/image,36,0,v3.0
drivers/usb/misc,483,23,v3.0
drivers/usb/mon,84,0,v3.0
drivers/usb/musb,319,0,v3.0
drivers/usb/otg,290,0,v3.0
drivers/usb/renesas_usbhs,115,0,v3.0
drivers/usb/serial,1010,0,v3.0
drivers/usb/storage,343,0,v3.0
drivers/usb/wusbcore,181,0,v3.0
drivers/uwb/i1480,32,0,v3.0
drivers/video/aty,259,0,v3.0
drivers/video/backlight,473,0,v3.0
drivers/video/console,286,0,v3.0
drivers/video/display,11,0,v3.0
drivers/video/geode,85,0,v3.0
drivers/video/i810,96,0,v3.0
drivers/video/intelfb,79,1,v3.0
drivers/video/kyro,29,0,v3.0
drivers/video/logo,1,0,v3.0
drivers/video/matrox,216,0,v3.0
drivers/video/mb862xx,45,0,v3.0
drivers/video/mbx,30,0,v3.0
drivers/video/msm,108,0,v3.0
drivers/video/nvidia,92,0,v3.0
drivers/video/omap,515,0,v3.0
drivers/video/omap2,910,0,v3.0
drivers/video/pnx4008,37,0,v3.0
drivers/video/riva,103,0,v3.0
drivers/video/savage,60,0,v3.0
drivers/video/sis,375,0,v3.0
drivers/video/vermilion,40,0,v3.0
drivers/video/via,263,0,v3.0
drivers/w1/masters,106,0,v3.0
drivers/w1/slaves,76,0,v3.0
drivers/xen/xenbus,125,0,v3.0
drivers/xen/xenfs,37,0,v3.0
fs/nfs/objlayout,77,0,v3.0
fs/notify/dnotify,9,1,v3.0
fs/notify/fanotify,30,0,v3.0
fs/notify/inotify,30,0,v3.0
fs/ocfs2/cluster,254,0,v3.0
fs/ocfs2/dlm,288,0,v3.0
fs/ocfs2/dlmfs,53,0,v3.0
fs/xfs/linux-2.6,328,0,v3.0
fs/xfs/quota,142,0,v3.0
fs/xfs/support,3,0,v3.0
kernel/debug/kdb,105,0,v3.0
lib/raid6/test,4,3,v3.0
net/bluetooth/bnep,37,0,v3.0
net/bluetooth/cmtp,41,0,v3.0
net/bluetooth/hidp,45,0,v3.0
net/bluetooth/rfcomm,153,0,v3.0
net/bridge/netfilter,169,0,v3.0
net/ceph/crush,34,1,v3.0
net/dccp/ccids,78,0,v3.0
net/decnet/netfilter,6,0,v3.0
net/ipv4/netfilter,465,1,v3.0
net/ipv6/netfilter,195,0,v3.0
net/irda/ircomm,116,0,v3.0
net/irda/irlan,82,0,v3.0
net/irda/irnet,50,0,v3.0
net/netfilter/ipset,273,0,v3.0
net/netfilter/ipvs,473,0,v3.0
net/sunrpc/auth_gss,207,0,v3.0
net/sunrpc/xprtrdma,129,0,v3.0
scripts/dtc/libfdt,64,0,v3.0
scripts/kconfig/lxdialog,56,0,v3.0
scripts/selinux/genheaders,3,0,v3.0
scripts/selinux/mdp,2,0,v3.0
security/integrity/ima,64,0,v3.0
security/selinux/ss,239,0,v3.0
sound/aoa/codecs,90,0,v3.0
sound/aoa/core,34,0,v3.0
sound/aoa/fabrics,17,0,v3.0
sound/aoa/soundbus,65,0,v3.0
sound/core/oss,190,0,v3.0
sound/core/seq,425,0,v3.0
sound/drivers/mpu401,35,0,v3.0
sound/drivers/opl3,79,0,v3.0
sound/drivers/opl4,54,0,v3.0
sound/drivers/pcsp,42,0,v3.0
sound/drivers/vx,118,0,v3.0
sound/i2c/other,149,0,v3.0
sound/isa/ad1816a,53,0,v3.0
sound/isa/ad1848,7,0,v3.0
sound/isa/cs423x,62,0,v3.0
sound/isa/es1688,54,0,v3.0
sound/isa/galaxy,17,0,v3.0
sound/isa/gus,205,0,v3.0
sound/isa/msnd,78,0,v3.0
sound/isa/opti9xx,48,0,v3.0
sound/isa/sb,256,0,v3.0
sound/isa/wavefront,80,0,v3.0
sound/isa/wss,67,0,v3.0
sound/oss/dmasound,128,0,v3.0
sound/pci/ac97,287,0,v3.0
sound/pci/ali5451,74,0,v3.0
sound/pci/asihpi,440,0,v3.0
sound/pci/au88x0,231,0,v3.0
sound/pci/aw2,38,0,v3.0
sound/pci/ca0106,119,0,v3.0
sound/pci/cs46xx,188,0,v3.0
sound/pci/cs5535audio,55,0,v3.0
sound/pci/ctxfi,494,0,v3.0
sound/pci/echoaudio,230,0,v3.0
sound/pci/emu10k1,394,0,v3.0
sound/pci/hda,1363,0,v3.0
sound/pci/ice1712,664,0,v3.0
sound/pci/korg1212,62,0,v3.0
sound/pci/lola,102,0,v3.0
sound/pci/lx6464es,88,0,v3.0
sound/pci/mixart,71,0,v3.0
sound/pci/nm256,56,0,v3.0
sound/pci/oxygen,353,0,v3.0
sound/pci/pcxhr,128,0,v3.0
sound/pci/riptide,45,0,v3.0
sound/pci/rme9652,502,0,v3.0
sound/pci/trident,120,0,v3.0
sound/pci/vx222,40,0,v3.0
sound/pci/ymfpci,106,0,v3.0
sound/pcmcia/pdaudiocf,48,0,v3.0
sound/pcmcia/vx,38,0,v3.0
sound/soc/atmel,48,0,v3.0
sound/soc/au1x,50,0,v3.0
sound/soc/blackfin,133,0,v3.0
sound/soc/codecs,1698,0,v3.0
sound/soc/davinci,79,0,v3.0
sound/soc/ep93xx,54,0,v3.0
sound/soc/fsl,85,0,v3.0
sound/soc/imx,59,1,v3.0
sound/soc/jz4740,38,0,v3.0
sound/soc/kirkwood,35,0,v3.0
sound/soc/mid-x86,32,0,v3.0
sound/soc/nuc900,33,0,v3.0
sound/soc/omap,155,0,v3.0
sound/soc/pxa,194,0,v3.0
sound/soc/s6000,43,0,v3.0
sound/soc/samsung,241,0,v3.0
sound/soc/sh,166,1,v3.0
sound/soc/tegra,67,0,v3.0
sound/soc/txx9,35,1,v3.0
sound/synth/emux,143,0,v3.0
sound/usb/6fire,77,0,v3.0
sound/usb/caiaq,64,0,v3.0
sound/usb/misc,48,0,v3.0
sound/usb/usx2y,130,0,v3.0
tools/perf/arch,6,0,v3.0
tools/perf/bench,17,0,v3.0
tools/perf/scripts,4,0,v3.0
tools/perf/util,1122,23,v3.0
tools/power/x86,43,2,v3.0
arch/alpha/boot/tools,3,0,v3.0
arch/arm/boot/compressed,14,2,v3.0
arch/arm/mach-bcmring/csp,60,0,v3.0
arch/arm/mach-mxs/devices,13,0,v3.0
arch/arm/plat-mxc/devices,34,0,v3.0
arch/avr32/boards/atngw100,10,0,v3.0
arch/avr32/boards/atstk1000,14,0,v3.0
arch/avr32/boards/favr-32,9,0,v3.0
arch/avr32/boards/hammerhead,8,0,v3.0
arch/avr32/boards/merisc,14,0,v3.0
arch/avr32/boards/mimc200,8,0,v3.0
arch/blackfin/kernel/cplb-mpu,12,0,v3.0
arch/blackfin/kernel/cplb-nompu,9,0,v3.0
arch/blackfin/mach-bf518/boards,8,0,v3.0
arch/blackfin/mach-bf527/boards,20,0,v3.0
arch/blackfin/mach-bf533/boards,15,0,v3.0
arch/blackfin/mach-bf537/boards,29,0,v3.0
arch/blackfin/mach-bf538/boards,2,0,v3.0
arch/blackfin/mach-bf548/boards,4,0,v3.0
arch/blackfin/mach-bf561/boards,11,0,v3.0
arch/cris/arch-v10/drivers,87,2,v3.0
arch/cris/arch-v10/kernel,113,0,v3.0
arch/cris/arch-v10/lib,7,2,v3.0
arch/cris/arch-v10/mm,11,0,v3.0
arch/cris/arch-v32/drivers,146,0,v3.0
arch/cris/arch-v32/kernel,135,0,v3.0
arch/cris/arch-v32/lib,6,2,v3.0
arch/cris/arch-v32/mach-a3,34,0,v3.0
arch/cris/arch-v32/mach-fs,32,0,v3.0
arch/cris/arch-v32/mm,13,0,v3.0
arch/cris/boot/compressed,9,3,v3.0
arch/cris/boot/tools,6,0,v3.0
arch/h8300/boot/compressed,7,3,v3.0
arch/h8300/kernel/timer,8,0,v3.0
arch/h8300/platform/h8300h,9,0,v3.0
arch/h8300/platform/h8s,7,0,v3.0
arch/ia64/hp/common,58,0,v3.0
arch/ia64/hp/sim,78,0,v3.0
arch/ia64/kernel/cpufreq,12,0,v3.0
arch/ia64/sn/kernel,212,0,v3.0
arch/ia64/sn/pci,81,0,v3.0
arch/ia64/uv/kernel,2,0,v3.0
arch/m32r/boot/compressed,5,2,v3.0
arch/m32r/platforms/m32104ut,34,0,v3.0
arch/m32r/platforms/m32700ut,50,0,v3.0
arch/m32r/platforms/mappi,32,0,v3.0
arch/m32r/platforms/mappi2,35,0,v3.0
arch/m32r/platforms/mappi3,35,0,v3.0
arch/m32r/platforms/oaks32r,32,0,v3.0
arch/m32r/platforms/opsput,50,0,v3.0
arch/m32r/platforms/usrv,31,0,v3.0
arch/m68k/platform/5206,7,0,v3.0
arch/m68k/platform/5206e,7,0,v3.0
arch/m68k/platform/520x,12,0,v3.0
arch/m68k/platform/523x,10,0,v3.0
arch/m68k/platform/5249,17,0,v3.0
arch/m68k/platform/5272,12,0,v3.0
arch/m68k/platform/527x,12,0,v3.0
arch/m68k/platform/528x,14,0,v3.0
arch/m68k/platform/5307,10,0,v3.0
arch/m68k/platform/532x,22,0,v3.0
arch/m68k/platform/5407,7,0,v3.0
arch/m68k/platform/54xx,6,0,v3.0
arch/m68k/platform/68328,10,0,v3.0
arch/m68k/platform/68360,18,0,v3.0
arch/m68k/platform/68EZ328,2,0,v3.0
arch/m68k/platform/68VZ328,4,0,v3.0
arch/m68k/platform/coldfire,59,0,v3.0
arch/m68k/sun3/prom,13,0,v3.0
arch/m68k/tools/amiga,1,0,v3.0
arch/microblaze/kernel/cpu,34,0,v3.0
arch/mips/alchemy/common,85,0,v3.0
arch/mips/alchemy/devboards,77,0,v3.0
arch/mips/alchemy/gpr,7,0,v3.0
arch/mips/alchemy/mtx-1,9,0,v3.0
arch/mips/alchemy/xxs1500,8,0,v3.0
arch/mips/bcm63xx/boards,6,0,v3.0
arch/mips/boot/compressed,13,3,v3.0
arch/mips/cavium-octeon/executive,49,0,v3.0
arch/mips/dec/prom,16,0,v3.0
arch/mips/emma/common,3,0,v3.0
arch/mips/emma/markeins,26,0,v3.0
arch/mips/fw/arc,53,0,v3.0
arch/mips/fw/cfe,22,0,v3.0
arch/mips/fw/sni,7,0,v3.0
arch/mips/kernel/cpufreq,18,0,v3.0
arch/mips/lantiq/xway,66,0,v3.0
arch/mips/loongson/common,78,0,v3.0
arch/mips/loongson/fuloong-2e,5,0,v3.0
arch/mips/loongson/lemote-2f,25,0,v3.0
arch/mips/netlogic/xlr,39,0,v3.0
arch/mips/nxp/pnx8550,4,0,v3.0
arch/mips/pmc-sierra/msp71xx,97,0,v3.0
arch/mips/pmc-sierra/yosemite,61,0,v3.0
arch/mips/pnx833x/common,23,0,v3.0
arch/mips/pnx833x/stb22x,4,0,v3.0
arch/mips/pnx8550/common,34,0,v3.0
arch/mips/pnx8550/jbs,3,0,v3.0
arch/mips/pnx8550/stb810,3,0,v3.0
arch/mips/powertv/asic,25,0,v3.0
arch/mips/powertv/pci,3,0,v3.0
arch/mips/sibyte/bcm1480,24,0,v3.0
arch/mips/sibyte/common,22,0,v3.0
arch/mips/sibyte/sb1250,32,0,v3.0
arch/mips/sibyte/swarm,19,0,v3.0
arch/mips/txx9/generic,151,0,v3.0
arch/mips/txx9/jmr3927,15,0,v3.0
arch/mips/txx9/rbtx4927,21,0,v3.0
arch/mips/txx9/rbtx4938,20,0,v3.0
arch/mips/txx9/rbtx4939,27,0,v3.0
arch/mips/vr41xx/casio-e55,1,0,v3.0
arch/mips/vr41xx/common,62,0,v3.0
arch/mips/vr41xx/ibm-workpad,1,0,v3.0
arch/mn10300/boot/compressed,15,3,v3.0
arch/mn10300/boot/tools,4,0,v3.0
arch/powerpc/oprofile/cell,28,0,v3.0
arch/powerpc/platforms/40x,12,0,v3.0
arch/powerpc/platforms/44x,34,0,v3.0
arch/powerpc/platforms/512x,68,0,v3.0
arch/powerpc/platforms/52xx,123,0,v3.0
arch/powerpc/platforms/82xx,35,0,v3.0
arch/powerpc/platforms/83xx,90,0,v3.0
arch/powerpc/platforms/85xx,137,0,v3.0
arch/powerpc/platforms/86xx,76,0,v3.0
arch/powerpc/platforms/8xx,31,0,v3.0
arch/powerpc/platforms/amigaone,7,0,v3.0
arch/powerpc/platforms/cell,874,0,v3.0
arch/powerpc/platforms/chrp,37,0,v3.0
arch/powerpc/platforms/embedded6xx,112,0,v3.0
arch/powerpc/platforms/iseries,219,0,v3.0
arch/powerpc/platforms/maple,41,0,v3.0
arch/powerpc/platforms/pasemi,92,0,v3.0
arch/powerpc/platforms/powermac,414,0,v3.0
arch/powerpc/platforms/ps3,271,0,v3.0
arch/powerpc/platforms/pseries,364,0,v3.0
arch/powerpc/platforms/wsp,62,0,v3.0
arch/powerpc/sysdev/bestcomm,36,0,v3.0
arch/powerpc/sysdev/qe_lib,73,0,v3.0
arch/powerpc/sysdev/xics,55,0,v3.0
arch/s390/boot/compressed,7,3,v3.0
arch/sh/boards/mach-ap325rxa,13,0,v3.0
arch/sh/boards/mach-cayman,11,0,v3.0
arch/sh/boards/mach-dreamcast,9,0,v3.0
arch/sh/boards/mach-ecovec24,21,0,v3.0
arch/sh/boards/mach-highlander,13,0,v3.0
arch/sh/boards/mach-hp6xx,12,0,v3.0
arch/sh/boards/mach-kfr2r09,18,0,v3.0
arch/sh/boards/mach-landisk,11,0,v3.0
arch/sh/boards/mach-lboxre2,2,0,v3.0
arch/sh/boards/mach-microdev,8,0,v3.0
arch/sh/boards/mach-migor,15,0,v3.0
arch/sh/boards/mach-r2d,6,0,v3.0
arch/sh/boards/mach-rsk,3,0,v3.0
arch/sh/boards/mach-sdk7780,3,0,v3.0
arch/sh/boards/mach-sdk7786,18,0,v3.0
arch/sh/boards/mach-se,43,0,v3.0
arch/sh/boards/mach-sh03,8,0,v3.0
arch/sh/boards/mach-sh7763rdp,3,0,v3.0
arch/sh/boards/mach-x3proto,15,0,v3.0
arch/sh/boot/compressed,6,3,v3.0
arch/sh/boot/romimage,1,0,v3.0
arch/sh/cchips/hd6446x,5,0,v3.0
arch/sh/drivers/dma,63,0,v3.0
arch/sh/drivers/pci,76,0,v3.0
arch/sh/drivers/superhyway,3,0,v3.0
arch/sh/kernel/cpu,401,0,v3.0
arch/sh/kernel/vsyscall,7,0,v3.0
arch/um/kernel/skas,25,2,v3.0
arch/um/os-Linux/drivers,27,0,v3.0
arch/um/os-Linux/skas,27,1,v3.0
arch/um/os-Linux/sys-i386,13,0,v3.0
arch/um/os-Linux/sys-x86_64,8,0,v3.0
arch/unicore32/boot/compressed,3,2,v3.0
arch/x86/boot/compressed,40,3,v3.0
arch/x86/boot/tools,5,0,v3.0
arch/x86/kernel/acpi,70,1,v3.0
arch/x86/kernel/apic,482,0,v3.0
arch/x86/kernel/cpu,569,0,v3.0
arch/x86/mm/kmemcheck,48,3,v3.0
arch/x86/platform/ce4100,9,0,v3.0
arch/x86/platform/efi,32,0,v3.0
arch/x86/platform/iris,3,0,v3.0
arch/x86/platform/mrst,47,0,v3.0
arch/x86/platform/olpc,30,0,v3.0
arch/x86/platform/scx200,5,0,v3.0
arch/x86/platform/sfi,4,0,v3.0
arch/x86/platform/uv,94,0,v3.0
arch/x86/platform/visws,22,0,v3.0
arch/xtensa/boot/lib,3,0,v3.0
arch/xtensa/platforms/iss,57,0,v3.0
arch/xtensa/platforms/s6105,8,0,v3.0
arch/xtensa/platforms/xt2000,8,0,v3.0
arch/xtensa/variants/s6000,23,2,v3.0
drivers/gpu/drm/i2c,53,0,v3.0
drivers/gpu/drm/i810,48,0,v3.0
drivers/gpu/drm/i915,1025,0,v3.0
drivers/gpu/drm/mga,72,0,v3.0
drivers/gpu/drm/nouveau,1230,0,v3.0
drivers/gpu/drm/r128,80,0,v3.0
drivers/gpu/drm/radeon,1480,13,v3.0
drivers/gpu/drm/savage,43,0,v3.0
drivers/gpu/drm/sis,18,0,v3.0
drivers/gpu/drm/tdfx,2,0,v3.0
drivers/gpu/drm/ttm,208,0,v3.0
drivers/gpu/drm/via,95,0,v3.0
drivers/gpu/drm/vmwgfx,250,0,v3.0
drivers/infiniband/hw/amso1100,152,1,v3.0
drivers/infiniband/hw/cxgb3,233,0,v3.0
drivers/infiniband/hw/cxgb4,215,0,v3.0
drivers/infiniband/hw/ehca,257,0,v3.0
drivers/infiniband/hw/ipath,512,0,v3.0
drivers/infiniband/hw/mlx4,154,0,v3.0
drivers/infiniband/hw/mthca,348,0,v3.0
drivers/infiniband/hw/nes,242,0,v3.0
drivers/infiniband/hw/qib,841,0,v3.0
drivers/infiniband/ulp/ipoib,170,0,v3.0
drivers/infiniband/ulp/iser,77,0,v3.0
drivers/infiniband/ulp/srp,70,0,v3.0
drivers/input/joystick/iforce,41,0,v3.0
drivers/isdn/hardware/avm,138,0,v3.0
drivers/isdn/hardware/eicon,645,1,v3.0
drivers/isdn/hardware/mISDN,403,1,v3.0
drivers/media/common/tuners,382,0,v3.0
drivers/media/dvb/b2c2,113,0,v3.0
drivers/media/dvb/bt8xx,121,0,v3.0
drivers/media/dvb/dm1105,36,0,v3.0
drivers/media/dvb/dvb-core,218,1,v3.0
drivers/media/dvb/dvb-usb,711,0,v3.0
drivers/media/dvb/firewire,92,0,v3.0
drivers/media/dvb/frontends,2007,0,v3.0
drivers/media/dvb/mantis,91,0,v3.0
drivers/media/dvb/ngene,64,0,v3.0
drivers/media/dvb/pluto2,34,0,v3.0
drivers/media/dvb/pt1,96,0,v3.0
drivers/media/dvb/siano,107,0,v3.0
drivers/media/dvb/ttpci,314,0,v3.0
drivers/media/dvb/ttusb-budget,42,0,v3.0
drivers/media/dvb/ttusb-dec,56,0,v3.0
drivers/media/radio/si470x,50,0,v3.0
drivers/media/radio/wl128x,122,0,v3.0
drivers/media/rc/keymaps,178,0,v3.0
drivers/media/video/au0828,109,0,v3.0
drivers/media/video/bt8xx,259,0,v3.0
drivers/media/video/cpia2,99,0,v3.0
drivers/media/video/cx18,298,0,v3.0
drivers/media/video/cx231xx,323,0,v3.0
drivers/media/video/cx23885,339,0,v3.0
drivers/media/video/cx25840,113,0,v3.0
drivers/media/video/cx88,321,0,v3.0
drivers/media/video/davinci,310,0,v3.0
drivers/media/video/em28xx,203,0,v3.0
drivers/media/video/et61x251,73,0,v3.0
drivers/media/video/gspca,1529,0,v3.0
drivers/media/video/hdpvr,61,0,v3.0
drivers/media/video/ivtv,291,0,v3.0
drivers/media/video/m5mols,41,0,v3.0
drivers/media/video/omap,66,0,v3.0
drivers/media/video/omap3isp,452,0,v3.0
drivers/media/video/pvrusb2,402,0,v3.0
drivers/media/video/pwc,137,0,v3.0
drivers/media/video/s5p-fimc,142,1,v3.0
drivers/media/video/saa7134,345,0,v3.0
drivers/media/video/saa7164,205,0,v3.0
drivers/media/video/sn9c102,154,0,v3.0
drivers/media/video/tlg2300,160,0,v3.0
drivers/media/video/usbvision,126,0,v3.0
drivers/media/video/uvc,150,0,v3.0
drivers/media/video/zoran,196,0,v3.0
drivers/net/can/c_can,45,0,v3.0
drivers/net/can/mscan,24,0,v3.0
drivers/net/can/sja1000,88,0,v3.0
drivers/net/can/softing,46,0,v3.0
drivers/net/can/usb,44,0,v3.0
drivers/net/wan/lmc,74,0,v3.0
drivers/net/wimax/i2400m,203,0,v3.0
drivers/net/wireless/ath,1550,0,v3.0
drivers/net/wireless/b43,703,0,v3.0
drivers/net/wireless/b43legacy,343,0,v3.0
drivers/net/wireless/hostap,367,0,v3.0
drivers/net/wireless/ipw2x00,605,0,v3.0
drivers/net/wireless/iwlegacy,663,0,v3.0
drivers/net/wireless/iwlwifi,617,0,v3.0
drivers/net/wireless/iwmc3200wifi,201,0,v3.0
drivers/net/wireless/libertas,321,0,v3.0
drivers/net/wireless/libertas_tf,71,0,v3.0
drivers/net/wireless/mwifiex,371,0,v3.0
drivers/net/wireless/orinoco,257,0,v3.0
drivers/net/wireless/p54,153,0,v3.0
drivers/net/wireless/prism54,138,0,v3.0
drivers/net/wireless/rt2x00,627,0,v3.0
drivers/net/wireless/rtl818x,113,0,v3.0
drivers/net/wireless/rtlwifi,716,0,v3.0
drivers/net/wireless/wl1251,185,1,v3.0
drivers/net/wireless/wl12xx,345,4,v3.0
drivers/net/wireless/zd1211rw,229,2,v3.0
drivers/pci/pcie/aer,72,0,v3.0
drivers/scsi/aic7xxx/aicasm,29,1,v3.0
drivers/scsi/cxgbi/cxgb3i,41,0,v3.0
drivers/scsi/cxgbi/cxgb4i,45,0,v3.0
drivers/scsi/isci/firmware,3,0,v3.0
drivers/staging/ath6kl/bmi,20,0,v3.0
drivers/staging/ath6kl/hif,41,0,v3.0
drivers/staging/ath6kl/htc2,151,0,v3.0
drivers/staging/ath6kl/miscdrv,58,0,v3.0
drivers/staging/ath6kl/os,231,0,v3.0
drivers/staging/ath6kl/reorder,15,0,v3.0
drivers/staging/ath6kl/wlan,26,0,v3.0
drivers/staging/ath6kl/wmi,71,0,v3.0
drivers/staging/brcm80211/brcmfmac,488,0,v3.0
drivers/staging/brcm80211/brcmsmac,1006,0,v3.0
drivers/staging/brcm80211/util,32,0,v3.0
drivers/staging/comedi/drivers,2382,7,v3.0
drivers/staging/comedi/kcomedilib,7,0,v3.0
drivers/staging/ft1000/ft1000-pcmcia,53,0,v3.0
drivers/staging/ft1000/ft1000-usb,62,0,v3.0
drivers/staging/generic_serial/rio,92,0,v3.0
drivers/staging/hv/tools,5,0,v3.0
drivers/staging/iio/Documentation,4,0,v3.0
drivers/staging/iio/accel,230,0,v3.0
drivers/staging/iio/adc,325,0,v3.0
drivers/staging/iio/addac,102,0,v3.0
drivers/staging/iio/dac,71,0,v3.0
drivers/staging/iio/dds,48,0,v3.0
drivers/staging/iio/gyro,64,0,v3.0
