directory,non_static,tested,tag
drivers/s390/scsi,107,0,v3.0
drivers/sbus/char,9,0,v3.0
drivers/scsi/aacraid,42,0,v3.0
drivers/scsi/aic7xxx,221,1,v3.0
drivers/scsi/aic7xxx_old,2,0,v3.0
drivers/scsi/aic94xx,41,0,v3.0
drivers/scsi/arcmsr,6,0,v3.0
drivers/scsi/arm,40,0,v3.0
drivers/scsi/be2iscsi,50,0,v3.0
drivers/scsi/bfa,443,0,v3.0
drivers/scsi/bnx2fc,52,0,v3.0
drivers/scsi/bnx2i,33,0,v3.0
drivers/scsi/cxgbi,50,0,v3.0
drivers/scsi/device_handler,7,0,v3.0
drivers/scsi/fcoe,27,0,v3.0
drivers/scsi/fnic,103,0,v3.0
drivers/scsi/ibmvscsi,6,0,v3.0
drivers/scsi/isci,137,0,v3.0
drivers/scsi/libfc,75,0,v3.0
drivers/scsi/libsas,65,0,v3.0
drivers/scsi/lpfc,397,0,v3.0
drivers/scsi/megaraid,60,0,v3.0
drivers/scsi/mpt2sas,80,0,v3.0
drivers/scsi/mvsas,56,0,v3.0
drivers/scsi/osd,50,0,v3.0
drivers/scsi/pcmcia,1,0,v3.0
drivers/scsi/pm8001,22,0,v3.0
drivers/scsi/qla2xxx,276,0,v3.0
drivers/scsi/qla4xxx,93,0,v3.0
drivers/scsi/sym53c8xx_2,17,0,v3.0
drivers/sh/clk,25,0,v3.0
drivers/sh/intc,29,0,v3.0
drivers/sh/maple,4,0,v3.0
drivers/sh/superhyway,4,0,v3.0
drivers/staging/altera-stapl,18,0,v3.0
drivers/staging/ath6kl,366,0,v3.0
drivers/staging/bcm,145,0,v3.0
drivers/staging/brcm80211,797,0,v3.0
drivers/staging/comedi,349,0,v3.0
drivers/staging/crystalhd,55,0,v3.0
drivers/staging/cx25821,114,0,v3.0
drivers/staging/cxd2099,1,0,v3.0
drivers/staging/cxt1e1,138,0,v3.0
drivers/staging/easycap,49,1,v3.0
drivers/staging/echo,7,0,v3.0
drivers/staging/et131x,69,0,v3.0
drivers/staging/frontier,1,0,v3.0
drivers/staging/ft1000,48,0,v3.0
drivers/staging/generic_serial,69,0,v3.0
drivers/staging/gma500,126,0,v3.0
drivers/staging/go7007,15,0,v3.0
drivers/staging/hv,63,0,v3.0
drivers/staging/iio,139,0,v3.0
drivers/staging/intel_sst,83,0,v3.0
drivers/staging/keucr,117,0,v3.0
drivers/staging/line6,75,0,v3.0
drivers/staging/lirc,3,0,v3.0
drivers/staging/mei,45,0,v3.0
drivers/staging/msm,169,0,v3.0
drivers/staging/nvec,4,0,v3.0
drivers/staging/octeon,113,0,v3.0
drivers/staging/olpc_dcon,1,0,v3.0
drivers/staging/panel,4,0,v3.0
drivers/staging/pohmelfs,64,0,v3.0
drivers/staging/quatech_usb2,1,0,v3.0
drivers/staging/rtl8187se,310,0,v3.0
drivers/staging/rtl8192e,293,0,v3.0
drivers/staging/rtl8192u,429,0,v3.0
drivers/staging/rtl8712,363,0,v3.0
drivers/staging/rts_pstor,137,0,v3.0
drivers/staging/sbe-2t3e3,73,0,v3.0
drivers/staging/sm7xx,1,0,v3.0
drivers/staging/solo6x10,40,0,v3.0
drivers/staging/speakup,75,0,v3.0
drivers/staging/spectra,118,0,v3.0
drivers/staging/ste_rmi4,1,0,v3.0
drivers/staging/tidspbridge,431,0,v3.0
drivers/staging/tm6000,51,0,v3.0
drivers/staging/tty,8,0,v3.0
drivers/staging/usbip,95,0,v3.0
drivers/staging/vme,40,0,v3.0
drivers/staging/vt6655,360,0,v3.0
drivers/staging/vt6656,250,0,v3.0
drivers/staging/westbridge,226,0,v3.0
drivers/staging/winbond,85,0,v3.0
drivers/staging/wlags49_h2,192,0,v3.0
drivers/staging/wlan-ng,98,0,v3.0
drivers/staging/xgifb,39,0,v3.0
drivers/staging/zcache,10,0,v3.0
drivers/staging/zram,9,0,v3.0
drivers/target/loopback,4,0,v3.0
drivers/target/tcm_fc,32,0,v3.0
drivers/tty/hvc,13,0,v3.0
drivers/tty/ipwireless,28,0,v3.0
drivers/tty/serial,118,0,v3.0
drivers/tty/vt,85,0,v3.0
drivers/usb/atm,2,0,v3.0
drivers/usb/c67x00,29,0,v3.0
drivers/usb/core,173,7,v3.0
drivers/usb/early,3,0,v3.0
drivers/usb/gadget,140,0,v3.0
drivers/usb/host,222,0,v3.0
drivers/usb/misc,30,0,v3.0
drivers/usb/mon,11,0,v3.0
drivers/usb/musb,49,0,v3.0
drivers/usb/otg,36,0,v3.0
drivers/usb/renesas_usbhs,46,0,v3.0
drivers/usb/serial,51,0,v3.0
drivers/usb/storage,42,0,v3.0
drivers/usb/wusbcore,65,0,v3.0
drivers/uwb/i1480,6,0,v3.0
drivers/video/aty,30,0,v3.0
drivers/video/backlight,18,0,v3.0
drivers/video/console,16,0,v3.0
drivers/video/display,2,0,v3.0
drivers/video/geode,17,0,v3.0
drivers/video/i810,19,0,v3.0
drivers/video/intelfb,32,0,v3.0
drivers/video/kyro,14,0,v3.0
drivers/video/logo,1,0,v3.0
drivers/video/matrox,20,0,v3.0
drivers/video/mb862xx,5,0,v3.0
drivers/video/mbx,1,0,v3.0
drivers/video/msm,18,0,v3.0
drivers/video/nvidia,33,0,v3.0
drivers/video/omap,16,0,v3.0
drivers/video/omap2,237,0,v3.0
drivers/video/pnx4008,9,0,v3.0
drivers/video/riva,8,0,v3.0
drivers/video/savage,7,0,v3.0
drivers/video/sis,79,0,v3.0
drivers/video/vermilion,2,0,v3.0
drivers/video/via,88,0,v3.0
drivers/w1/slaves,8,0,v3.0
drivers/xen/xenbus,60,0,v3.0
fs/nfs/objlayout,27,0,v3.0
fs/notify/dnotify,2,0,v3.0
fs/notify/fanotify,2,0,v3.0
fs/notify/inotify,2,0,v3.0
fs/ocfs2/cluster,56,0,v3.0
fs/ocfs2/dlm,110,0,v3.0
fs/ocfs2/dlmfs,10,0,v3.0
fs/xfs/linux-2.6,302,0,v3.0
fs/xfs/quota,135,0,v3.0
fs/xfs/support,3,0,v3.0
kernel/debug/kdb,47,0,v3.0
lib/raid6/test,1,0,v3.0
net/bluetooth/bnep,7,0,v3.0
net/bluetooth/cmtp,9,0,v3.0
net/bluetooth/hidp,6,0,v3.0
net/bluetooth/rfcomm,18,0,v3.0
net/bridge/netfilter,3,0,v3.0
net/ceph/crush,17,0,v3.0
net/dccp/ccids,22,0,v3.0
net/ipv4/netfilter,35,0,v3.0
net/ipv6/netfilter,16,0,v3.0
net/irda/ircomm,32,0,v3.0
net/irda/irlan,35,0,v3.0
net/irda/irnet,5,0,v3.0
net/netfilter/ipset,18,0,v3.0
net/netfilter/ipvs,109,0,v3.0
net/sunrpc/auth_gss,48,0,v3.0
net/sunrpc/xprtrdma,47,0,v3.0
scripts/dtc/libfdt,47,0,v3.0
scripts/kconfig/lxdialog,33,0,v3.0
scripts/selinux/genheaders,1,0,v3.0
scripts/selinux/mdp,1,0,v3.0
security/integrity/ima,28,0,v3.0
security/selinux/ss,121,0,v3.0
sound/aoa/core,10,0,v3.0
sound/aoa/soundbus,19,0,v3.0
sound/core/oss,25,0,v3.0
sound/core/seq,191,0,v3.0
sound/drivers/mpu401,3,0,v3.0
sound/drivers/opl3,31,0,v3.0
sound/drivers/opl4,16,0,v3.0
sound/drivers/pcsp,7,0,v3.0
sound/drivers/vx,26,0,v3.0
sound/i2c/other,26,0,v3.0
sound/isa/ad1816a,4,0,v3.0
sound/isa/cs423x,3,0,v3.0
sound/isa/es1688,5,0,v3.0
sound/isa/gus,61,0,v3.0
sound/isa/msnd,15,0,v3.0
sound/isa/opti9xx,2,0,v3.0
sound/isa/sb,36,0,v3.0
sound/isa/wavefront,16,0,v3.0
sound/isa/wss,20,0,v3.0
sound/oss/dmasound,2,0,v3.0
sound/pci/ac97,23,0,v3.0
sound/pci/asihpi,239,0,v3.0
sound/pci/aw2,15,0,v3.0
sound/pci/ca0106,9,0,v3.0
sound/pci/cs46xx,59,0,v3.0
sound/pci/cs5535audio,8,0,v3.0
sound/pci/ctxfi,42,0,v3.0
sound/pci/emu10k1,70,0,v3.0
sound/pci/hda,117,0,v3.0
sound/pci/ice1712,11,0,v3.0
sound/pci/lola,24,0,v3.0
sound/pci/lx6464es,38,0,v3.0
sound/pci/mixart,15,0,v3.0
sound/pci/oxygen,43,0,v3.0
sound/pci/pcxhr,30,0,v3.0
sound/pci/trident,14,0,v3.0
sound/pci/ymfpci,10,0,v3.0
sound/pcmcia/pdaudiocf,9,0,v3.0
sound/pcmcia/vx,3,0,v3.0
sound/soc/atmel,1,0,v3.0
sound/soc/au1x,2,0,v3.0
sound/soc/blackfin,25,0,v3.0
sound/soc/codecs,29,0,v3.0
sound/soc/imx,3,0,v3.0
sound/soc/jz4740,1,0,v3.0
sound/soc/mid-x86,1,0,v3.0
sound/soc/nuc900,1,0,v3.0
sound/soc/omap,12,0,v3.0
sound/soc/samsung,10,0,v3.0
sound/soc/sh,2,0,v3.0
sound/soc/tegra,6,0,v3.0
sound/synth/emux,52,0,v3.0
sound/usb/6fire,13,0,v3.0
sound/usb/caiaq,12,0,v3.0
sound/usb/usx2y,9,0,v3.0
tools/perf/arch,6,0,v3.0
tools/perf/bench,3,0,v3.0
tools/perf/scripts,1,0,v3.0
tools/perf/util,484,21,v3.0
tools/power/x86,43,2,v3.0
arch/alpha/boot/tools,2,0,v3.0
arch/arm/boot/compressed,12,2,v3.0
arch/arm/mach-bcmring/csp,51,0,v3.0
arch/arm/mach-mxs/devices,11,0,v3.0
arch/arm/plat-mxc/devices,29,0,v3.0
arch/avr32/boards/atngw100,1,0,v3.0
arch/avr32/boards/atstk1000,4,0,v3.0
arch/avr32/boards/favr-32,2,0,v3.0
arch/avr32/boards/hammerhead,3,0,v3.0
arch/avr32/boards/merisc,3,0,v3.0
arch/avr32/boards/mimc200,1,0,v3.0
arch/blackfin/kernel/cplb-mpu,5,0,v3.0
arch/blackfin/kernel/cplb-nompu,3,0,v3.0
arch/blackfin/mach-bf518/boards,6,0,v3.0
arch/blackfin/mach-bf527/boards,15,0,v3.0
arch/blackfin/mach-bf533/boards,7,0,v3.0
arch/blackfin/mach-bf537/boards,15,0,v3.0
arch/blackfin/mach-bf538/boards,1,0,v3.0
arch/blackfin/mach-bf548/boards,2,0,v3.0
arch/blackfin/mach-bf561/boards,4,0,v3.0
arch/cris/arch-v10/drivers,23,0,v3.0
arch/cris/arch-v10/kernel,62,0,v3.0
arch/cris/arch-v10/lib,7,2,v3.0
arch/cris/arch-v10/mm,9,0,v3.0
arch/cris/arch-v32/drivers,36,0,v3.0
arch/cris/arch-v32/kernel,87,0,v3.0
arch/cris/arch-v32/lib,6,2,v3.0
arch/cris/arch-v32/mach-a3,19,0,v3.0
arch/cris/arch-v32/mach-fs,20,0,v3.0
arch/cris/arch-v32/mm,12,0,v3.0
arch/cris/boot/compressed,4,2,v3.0
arch/cris/boot/tools,6,0,v3.0
arch/h8300/boot/compressed,4,2,v3.0
arch/h8300/kernel/timer,4,0,v3.0
arch/h8300/platform/h8300h,7,0,v3.0
arch/h8300/platform/h8s,7,0,v3.0
arch/ia64/hp/common,5,0,v3.0
arch/ia64/hp/sim,9,0,v3.0
arch/ia64/sn/kernel,95,0,v3.0
arch/ia64/sn/pci,35,0,v3.0
arch/ia64/uv/kernel,1,0,v3.0
arch/m32r/boot/compressed,1,0,v3.0
arch/m32r/platforms/m32104ut,19,0,v3.0
arch/m32r/platforms/m32700ut,19,0,v3.0
arch/m32r/platforms/mappi,19,0,v3.0
arch/m32r/platforms/mappi2,19,0,v3.0
arch/m32r/platforms/mappi3,19,0,v3.0
arch/m32r/platforms/oaks32r,19,0,v3.0
arch/m32r/platforms/opsput,19,0,v3.0
arch/m32r/platforms/usrv,19,0,v3.0
arch/m68k/platform/5206,2,0,v3.0
arch/m68k/platform/5206e,2,0,v3.0
arch/m68k/platform/520x,1,0,v3.0
arch/m68k/platform/523x,1,0,v3.0
arch/m68k/platform/5249,2,0,v3.0
arch/m68k/platform/5272,2,0,v3.0
arch/m68k/platform/527x,1,0,v3.0
arch/m68k/platform/528x,3,0,v3.0
arch/m68k/platform/5307,2,0,v3.0
arch/m68k/platform/532x,11,0,v3.0
arch/m68k/platform/5407,2,0,v3.0
arch/m68k/platform/54xx,1,0,v3.0
arch/m68k/platform/68328,6,0,v3.0
arch/m68k/platform/68360,12,0,v3.0
arch/m68k/platform/68EZ328,2,0,v3.0
arch/m68k/platform/68VZ328,1,0,v3.0
arch/m68k/platform/coldfire,33,0,v3.0
arch/m68k/sun3/prom,13,0,v3.0
arch/m68k/tools/amiga,1,0,v3.0
arch/microblaze/kernel/cpu,6,0,v3.0
arch/mips/alchemy/common,36,0,v3.0
arch/mips/alchemy/devboards,29,0,v3.0
arch/mips/alchemy/gpr,4,0,v3.0
arch/mips/alchemy/mtx-1,5,0,v3.0
arch/mips/alchemy/xxs1500,4,0,v3.0
arch/mips/bcm63xx/boards,5,0,v3.0
arch/mips/boot/compressed,11,3,v3.0
arch/mips/cavium-octeon/executive,43,0,v3.0
arch/mips/dec/prom,8,0,v3.0
arch/mips/emma/common,3,0,v3.0
arch/mips/emma/markeins,11,0,v3.0
arch/mips/fw/arc,43,0,v3.0
arch/mips/fw/cfe,22,0,v3.0
arch/mips/fw/sni,6,0,v3.0
arch/mips/kernel/cpufreq,9,0,v3.0
arch/mips/lantiq/xway,35,0,v3.0
arch/mips/loongson/common,46,0,v3.0
arch/mips/loongson/fuloong-2e,4,0,v3.0
arch/mips/loongson/lemote-2f,16,0,v3.0
arch/mips/netlogic/xlr,26,0,v3.0
arch/mips/nxp/pnx8550,2,0,v3.0
arch/mips/pmc-sierra/msp71xx,41,0,v3.0
arch/mips/pmc-sierra/yosemite,24,0,v3.0
arch/mips/pnx833x/common,11,0,v3.0
arch/mips/pnx833x/stb22x,3,0,v3.0
arch/mips/pnx8550/common,16,0,v3.0
arch/mips/pnx8550/jbs,3,0,v3.0
arch/mips/pnx8550/stb810,3,0,v3.0
arch/mips/powertv/asic,13,0,v3.0
arch/mips/powertv/pci,3,0,v3.0
arch/mips/sibyte/bcm1480,9,0,v3.0
arch/mips/sibyte/common,3,0,v3.0
arch/mips/sibyte/sb1250,12,0,v3.0
arch/mips/sibyte/swarm,12,0,v3.0
arch/mips/txx9/generic,88,0,v3.0
arch/mips/txx9/jmr3927,2,0,v3.0
arch/mips/txx9/rbtx4927,2,0,v3.0
arch/mips/txx9/rbtx4938,2,0,v3.0
arch/mips/txx9/rbtx4939,2,0,v3.0
arch/mips/vr41xx/common,35,0,v3.0
arch/mn10300/boot/compressed,4,0,v3.0
arch/mn10300/boot/tools,4,0,v3.0
arch/powerpc/oprofile/cell,12,0,v3.0
arch/powerpc/platforms/44x,3,0,v3.0
arch/powerpc/platforms/512x,18,0,v3.0
arch/powerpc/platforms/52xx,26,0,v3.0
arch/powerpc/platforms/82xx,3,0,v3.0
arch/powerpc/platforms/83xx,6,0,v3.0
arch/powerpc/platforms/85xx,16,0,v3.0
arch/powerpc/platforms/86xx,11,0,v3.0
arch/powerpc/platforms/8xx,5,0,v3.0
arch/powerpc/platforms/amigaone,4,0,v3.0
arch/powerpc/platforms/cell,143,0,v3.0
arch/powerpc/platforms/chrp,16,0,v3.0
arch/powerpc/platforms/embedded6xx,29,0,v3.0
arch/powerpc/platforms/iseries,53,0,v3.0
arch/powerpc/platforms/maple,7,0,v3.0
arch/powerpc/platforms/pasemi,32,0,v3.0
arch/powerpc/platforms/powermac,84,0,v3.0
arch/powerpc/platforms/ps3,95,0,v3.0
arch/powerpc/platforms/pseries,84,0,v3.0
arch/powerpc/platforms/wsp,12,0,v3.0
arch/powerpc/sysdev/bestcomm,29,0,v3.0
arch/powerpc/sysdev/qe_lib,48,0,v3.0
arch/powerpc/sysdev/xics,14,0,v3.0
arch/s390/boot/compressed,5,2,v3.0
arch/sh/boards/mach-cayman,3,0,v3.0
arch/sh/boards/mach-dreamcast,3,0,v3.0
arch/sh/boards/mach-highlander,4,0,v3.0
arch/sh/boards/mach-kfr2r09,4,0,v3.0
arch/sh/boards/mach-landisk,1,0,v3.0
arch/sh/boards/mach-lboxre2,1,0,v3.0
arch/sh/boards/mach-microdev,3,0,v3.0
arch/sh/boards/mach-migor,1,0,v3.0
arch/sh/boards/mach-r2d,2,0,v3.0
arch/sh/boards/mach-sdk7780,1,0,v3.0
arch/sh/boards/mach-sdk7786,3,0,v3.0
arch/sh/boards/mach-se,8,0,v3.0
arch/sh/boards/mach-sh03,4,0,v3.0
arch/sh/boards/mach-sh7763rdp,1,0,v3.0
arch/sh/boards/mach-x3proto,4,0,v3.0
arch/sh/boot/compressed,5,2,v3.0
arch/sh/boot/romimage,1,0,v3.0
arch/sh/cchips/hd6446x,1,0,v3.0
arch/sh/drivers/dma,19,0,v3.0
arch/sh/drivers/pci,31,0,v3.0
arch/sh/drivers/superhyway,1,0,v3.0
arch/sh/kernel/cpu,171,0,v3.0
arch/sh/kernel/vsyscall,6,0,v3.0
arch/um/kernel/skas,15,2,v3.0
arch/um/os-Linux/drivers,2,0,v3.0
arch/um/os-Linux/skas,18,1,v3.0
arch/um/os-Linux/sys-i386,11,0,v3.0
arch/um/os-Linux/sys-x86_64,8,0,v3.0
arch/unicore32/boot/compressed,3,2,v3.0
arch/x86/boot/compressed,8,2,v3.0
arch/x86/boot/tools,1,0,v3.0
arch/x86/kernel/acpi,26,0,v3.0
arch/x86/kernel/apic,111,0,v3.0
arch/x86/kernel/cpu,97,0,v3.0
arch/x86/mm/kmemcheck,30,1,v3.0
arch/x86/platform/ce4100,1,0,v3.0
arch/x86/platform/efi,14,0,v3.0
arch/x86/platform/mrst,13,0,v3.0
arch/x86/platform/olpc,8,0,v3.0
arch/x86/platform/scx200,1,0,v3.0
arch/x86/platform/sfi,1,0,v3.0
arch/x86/platform/uv,17,0,v3.0
arch/x86/platform/visws,1,0,v3.0
arch/xtensa/boot/lib,3,0,v3.0
arch/xtensa/platforms/iss,9,0,v3.0
arch/xtensa/platforms/s6105,6,0,v3.0
arch/xtensa/platforms/xt2000,6,0,v3.0
arch/xtensa/variants/s6000,9,0,v3.0
drivers/gpu/drm/i2c,10,0,v3.0
drivers/gpu/drm/i810,6,0,v3.0
drivers/gpu/drm/i915,226,0,v3.0
drivers/gpu/drm/mga,25,0,v3.0
drivers/gpu/drm/nouveau,437,0,v3.0
drivers/gpu/drm/r128,23,0,v3.0
drivers/gpu/drm/radeon,753,9,v3.0
drivers/gpu/drm/savage,14,0,v3.0
drivers/gpu/drm/sis,3,0,v3.0
drivers/gpu/drm/ttm,96,0,v3.0
drivers/gpu/drm/via,32,0,v3.0
drivers/gpu/drm/vmwgfx,102,0,v3.0
drivers/infiniband/hw/amso1100,57,0,v3.0
drivers/infiniband/hw/cxgb3,86,0,v3.0
drivers/infiniband/hw/cxgb4,66,0,v3.0
drivers/infiniband/hw/ehca,142,0,v3.0
drivers/infiniband/hw/ipath,151,0,v3.0
drivers/infiniband/hw/mlx4,42,0,v3.0
drivers/infiniband/hw/mthca,169,0,v3.0
drivers/infiniband/hw/nes,52,0,v3.0
drivers/infiniband/hw/qib,197,0,v3.0
drivers/infiniband/ulp/ipoib,66,0,v3.0
drivers/infiniband/ulp/iser,25,0,v3.0
drivers/input/joystick/iforce,11,0,v3.0
drivers/isdn/hardware/avm,29,0,v3.0
drivers/isdn/hardware/eicon,205,1,v3.0
drivers/isdn/hardware/mISDN,23,0,v3.0
drivers/media/common/tuners,47,0,v3.0
drivers/media/dvb/b2c2,32,0,v3.0
drivers/media/dvb/bt8xx,14,0,v3.0
drivers/media/dvb/dm1105,2,0,v3.0
drivers/media/dvb/dvb-core,49,0,v3.0
drivers/media/dvb/dvb-usb,73,0,v3.0
drivers/media/dvb/firewire,33,0,v3.0
drivers/media/dvb/frontends,238,0,v3.0
drivers/media/dvb/mantis,42,0,v3.0
drivers/media/dvb/ngene,14,0,v3.0
drivers/media/dvb/pt1,4,0,v3.0
drivers/media/dvb/siano,37,0,v3.0
drivers/media/dvb/ttpci,53,0,v3.0
drivers/media/dvb/ttusb-dec,2,0,v3.0
drivers/media/radio/si470x,15,0,v3.0
drivers/media/radio/wl128x,54,0,v3.0
drivers/media/video/au0828,19,0,v3.0
drivers/media/video/bt8xx,55,0,v3.0
drivers/media/video/cpia2,35,0,v3.0
drivers/media/video/cx18,103,0,v3.0
drivers/media/video/cx231xx,128,0,v3.0
drivers/media/video/cx23885,107,0,v3.0
drivers/media/video/cx25840,18,0,v3.0
drivers/media/video/cx88,53,0,v3.0
drivers/media/video/davinci,14,0,v3.0
drivers/media/video/em28xx,48,0,v3.0
drivers/media/video/et61x251,3,0,v3.0
drivers/media/video/gspca,52,0,v3.0
drivers/media/video/hdpvr,14,0,v3.0
drivers/media/video/ivtv,98,0,v3.0
drivers/media/video/m5mols,12,0,v3.0
drivers/media/video/omap,9,0,v3.0
drivers/media/video/omap3isp,93,0,v3.0
drivers/media/video/pvrusb2,139,0,v3.0
drivers/media/video/pwc,53,0,v3.0
drivers/media/video/s5p-fimc,34,0,v3.0
drivers/media/video/saa7134,57,0,v3.0
drivers/media/video/saa7164,87,0,v3.0
drivers/media/video/sn9c102,33,0,v3.0
drivers/media/video/tlg2300,23,0,v3.0
drivers/media/video/usbvision,28,0,v3.0
drivers/media/video/uvc,44,0,v3.0
drivers/media/video/zoran,30,0,v3.0
drivers/net/can/c_can,4,0,v3.0
drivers/net/can/mscan,3,0,v3.0
drivers/net/can/sja1000,5,0,v3.0
drivers/net/can/softing,11,0,v3.0
drivers/net/wan/lmc,16,0,v3.0
drivers/net/wimax/i2400m,65,0,v3.0
drivers/net/wireless/ath,489,0,v3.0
drivers/net/wireless/b43,137,0,v3.0
drivers/net/wireless/b43legacy,99,0,v3.0
drivers/net/wireless/hostap,63,0,v3.0
drivers/net/wireless/ipw2x00,23,0,v3.0
drivers/net/wireless/iwlegacy,238,0,v3.0
drivers/net/wireless/iwlwifi,243,0,v3.0
drivers/net/wireless/iwmc3200wifi,74,0,v3.0
drivers/net/wireless/libertas,84,0,v3.0
drivers/net/wireless/libertas_tf,24,0,v3.0
drivers/net/wireless/mwifiex,154,0,v3.0
drivers/net/wireless/orinoco,57,0,v3.0
drivers/net/wireless/p54,28,0,v3.0
drivers/net/wireless/prism54,46,0,v3.0
drivers/net/wireless/rt2x00,160,0,v3.0
drivers/net/wireless/rtl818x,10,0,v3.0
drivers/net/wireless/rtlwifi,304,0,v3.0
drivers/net/wireless/wl1251,92,0,v3.0
drivers/net/wireless/wl12xx,148,2,v3.0
drivers/net/wireless/zd1211rw,85,0,v3.0
drivers/pci/pcie/aer,17,0,v3.0
drivers/scsi/aic7xxx/aicasm,23,1,v3.0
drivers/scsi/cxgbi/cxgb3i,1,0,v3.0
drivers/scsi/cxgbi/cxgb4i,1,0,v3.0
drivers/scsi/isci/firmware,3,0,v3.0
drivers/staging/ath6kl/bmi,19,0,v3.0
drivers/staging/ath6kl/hif,20,0,v3.0
drivers/staging/ath6kl/htc2,84,0,v3.0
drivers/staging/ath6kl/miscdrv,44,0,v3.0
drivers/staging/ath6kl/os,137,0,v3.0
drivers/staging/ath6kl/reorder,9,0,v3.0
drivers/staging/ath6kl/wlan,19,0,v3.0
drivers/staging/ath6kl/wmi,34,0,v3.0
drivers/staging/brcm80211/brcmfmac,202,0,v3.0
drivers/staging/brcm80211/brcmsmac,563,0,v3.0
drivers/staging/brcm80211/util,32,0,v3.0
drivers/staging/comedi/drivers,329,0,v3.0
drivers/staging/comedi/kcomedilib,6,0,v3.0
drivers/staging/ft1000/ft1000-pcmcia,26,0,v3.0
drivers/staging/ft1000/ft1000-usb,22,0,v3.0
drivers/staging/generic_serial/rio,53,0,v3.0
drivers/staging/hv/tools,2,0,v3.0
drivers/staging/iio/Documentation,4,0,v3.0
drivers/staging/iio/accel,40,0,v3.0
drivers/staging/iio/adc,24,0,v3.0
drivers/staging/iio/addac,4,0,v3.0
drivers/staging/iio/gyro,5,0,v3.0
drivers/staging/iio/imu,5,0,v3.0
drivers/staging/iio/light,1,0,v3.0
drivers/staging/iio/meter,10,0,v3.0
drivers/staging/rtl8187se/ieee80211,143,0,v3.0
drivers/staging/rtl8192e/ieee80211,221,0,v3.0
drivers/staging/rtl8192u/ieee80211,242,0,v3.0
drivers/staging/tidspbridge/core,71,0,v3.0
drivers/staging/tidspbridge/dynload,24,0,v3.0
drivers/staging/tidspbridge/gen,9,0,v3.0
drivers/staging/tidspbridge/hw,17,0,v3.0
drivers/staging/tidspbridge/pmgr,159,0,v3.0
drivers/staging/tidspbridge/rmgr,151,0,v3.0
drivers/staging/tty/ip2,1,0,v3.0
drivers/staging/usbip/userspace,66,0,v3.0
drivers/staging/westbridge/astoria,226,0,v3.0
drivers/tty/serial/cpm_uart,11,0,v3.0
drivers/tty/serial/jsm,6,0,v3.0
drivers/usb/host/whci,50,0,v3.0
drivers/usb/misc/sisusbvga,20,0,v3.0
drivers/uwb/i1480/dfu,6,0,v3.0
drivers/video/omap2/dss,210,0,v3.0
drivers/video/omap2/omapfb,10,0,v3.0
net/dccp/ccids/lib,22,0,v3.0
sound/aoa/soundbus/i2sbus,13,0,v3.0
sound/core/seq/oss,71,0,v3.0
tools/perf/arch/arm,1,0,v3.0
tools/perf/arch/powerpc,1,0,v3.0
tools/perf/arch/s390,1,0,v3.0
tools/perf/arch/sh,1,0,v3.0
tools/perf/arch/sparc,1,0,v3.0
tools/perf/arch/x86,1,0,v3.0
tools/perf/scripts/python,1,0,v3.0
tools/perf/util/scripting-engines,1,0,v3.0
tools/perf/util/ui,40,0,v3.0
tools/power/x86/turbostat,34,1,v3.0
tools/power/x86/x86_energy_perf_policy,9,1,v3.0
arch/arm/mach-bcmring/csp/chipc,9,0,v3.0
arch/arm/mach-bcmring/csp/dmac,26,0,v3.0
arch/arm/mach-bcmring/csp/tmr,16,0,v3.0
arch/cris/arch-v32/drivers/mach-a3,2,0,v3.0
arch/cris/arch-v32/drivers/mach-fs,4,0,v3.0
arch/cris/arch-v32/drivers/pci,11,0,v3.0
arch/ia64/hp/sim/boot,3,0,v3.0
arch/ia64/sn/kernel/sn2,30,0,v3.0
arch/ia64/sn/pci/pcibr,25,0,v3.0
arch/mips/alchemy/devboards/db1200,5,0,v3.0
arch/mips/alchemy/devboards/db1x00,2,0,v3.0
arch/mips/alchemy/devboards/pb1000,2,0,v3.0
arch/mips/alchemy/devboards/pb1100,2,0,v3.0
arch/mips/alchemy/devboards/pb1200,5,0,v3.0
arch/mips/alchemy/devboards/pb1500,2,0,v3.0
arch/mips/alchemy/devboards/pb1550,2,0,v3.0
arch/mips/loongson/common/cs5536,18,0,v3.0
arch/mips/nxp/pnx8550/common,2,0,v3.0
arch/powerpc/platforms/cell/spufs,46,0,v3.0
arch/sh/boards/mach-se/7206,1,0,v3.0
arch/sh/boards/mach-se/7343,1,0,v3.0
arch/sh/boards/mach-se/770x,1,0,v3.0
arch/sh/boards/mach-se/7721,1,0,v3.0
arch/sh/boards/mach-se/7722,1,0,v3.0
arch/sh/boards/mach-se/7724,1,0,v3.0
arch/sh/boards/mach-se/7751,1,0,v3.0
arch/sh/boards/mach-se/7780,1,0,v3.0
arch/sh/kernel/cpu/irq,3,0,v3.0
arch/sh/kernel/cpu/sh2,4,0,v3.0
arch/sh/kernel/cpu/sh2a,15,0,v3.0
arch/sh/kernel/cpu/sh3,17,0,v3.0
arch/sh/kernel/cpu/sh4,41,0,v3.0
arch/sh/kernel/cpu/sh4a,62,0,v3.0
arch/sh/kernel/cpu/sh5,7,0,v3.0
arch/sh/kernel/cpu/shmobile,4,0,v3.0
arch/x86/kernel/acpi/realmode,1,0,v3.0
arch/x86/kernel/cpu/mcheck,30,0,v3.0
